price,address,city,state,zipcode,beds,baths,floor_size,year_built,Property_Type,HOA,Lot,PricePerSqFt,Description,remodel_year,Schools,No. of Nearby Schools
1488800,"6855 Queenswood Way,", San Jose,CA,95120,3,2,"1,780",1980,Single Family,None,"7,296 sqft",$836,"Beautiful Unique Home located in the Almaden area. Home fully remodel to bring in an open bright spacious floor plan which combine family/living room, kitchen and dining area in one great room with special lighting, recessed light throughout. New kitchen cabinet with granite counter top, custom design tile backsplash and a kitchen island in the middle. New engineered wood, and tile flooring throughout the house. Brand new interior & exterior paint, new bathrooms, and new cooper pipes.Read more",1980,"'Graystone Elementary School', 'Bret Harte Middle School', 'Leland High School'",3
599000,"1430 Rocklin Ct,", San Jose,CA,95131,2,2,988,1984,Condo,$414/month,None,$606,"Open HousesSat, Mar 71:00 PM - 5:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T17:00:00"",""name"":""Open House - 1:00 PM - 5:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1430-Rocklin-Ct-San-Jose-CA-95131/19560237_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1430 Rocklin Ct"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1430 Rocklin Ct"",""postalCode"":""95131"",""addressLocality"":""San Jose"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISb9t13k88uf8r0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":599000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1430-Rocklin-Ct-San-Jose-CA-95131/19560237_zpid/""},""performer"":""Better Homes and Gardens Real Estate Ventura Barnett Properties""}Sun, Mar 81:00 PM - 5:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T17:00:00"",""name"":""Open House - 1:00 PM - 5:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/1430-Rocklin-Ct-San-Jose-CA-95131/19560237_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1430 Rocklin Ct"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1430 Rocklin Ct"",""postalCode"":""95131"",""addressLocality"":""San Jose"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISb9t13k88uf8r0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":599000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1430-Rocklin-Ct-San-Jose-CA-95131/19560237_zpid/""},""performer"":""Better Homes and Gardens Real Estate Ventura Barnett Properties""}",1984,"'Brooktree Elementary School', 'Morrill Middle School', 'Independence High School'",3
1088000,"2217 3rd St,", Santa Clara,CA,95054,3,3,"1,400",2000,Single Family,$70/month,"1,642 sqft",$777,"Open HousesSat, Mar 71:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2217-3rd-St-Santa-Clara-CA-95054/54769884_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2217 3rd St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2217 3rd St"",""postalCode"":""95054"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISv8ux6ktkfs031000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1088000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2217-3rd-St-Santa-Clara-CA-95054/54769884_zpid/""},""performer"":""8 Blocks Real Estate""}",2001,"'Kathryn Hughes Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
1149000,"2019 Coolidge Dr,", Santa Clara,CA,95051,3,2,"1,181",1963,Single Family,None,"6,102 sqft",$973,"Open HousesSat, Mar 71:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2019-Coolidge-Dr-Santa-Clara-CA-95051/19552174_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2019 Coolidge Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2019 Coolidge Dr"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS3bppx8xhbpyh0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1149000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2019-Coolidge-Dr-Santa-Clara-CA-95051/19552174_zpid/""},""performer"":""Sereno Group""}Sun, Mar 81:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2019-Coolidge-Dr-Santa-Clara-CA-95051/19552174_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2019 Coolidge Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2019 Coolidge Dr"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS3bppx8xhbpyh0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1149000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2019-Coolidge-Dr-Santa-Clara-CA-95051/19552174_zpid/""},""performer"":""Sereno Group""}",1963,"'Bowers Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
1495000,"3222 Loma Alta Dr,", Santa Clara,CA,95051,3,2,"1,496",1963,Single Family,None,"9,077 sqft",$999,"***** Location !! Location !! Location!! ***** Immaculately Maintained House is Sitting in a highly sought Best Neighborhood in the greatest Location of the City of Santa Clara. Fantastic Floor Plan Featuring; 3bd/2bth (1496 sq ft) plus an Additional Bonus Room (Appx.120 sq ft) in the back yard for the office, kids' playhouse, guest house or hobby room. The Rare gigantic size of Lot ; 9080 sq ft for a tea-time or BBQ party with your loving folks. Newly updated Both Bathrooms, Newly updated Kitchen with a Brandnew countertop, Modern Lighting Fixtures, Double Pane Patio Door and Windows, Newly Painted both Interior and Exterior, Extended size of Beautiful Deck, Open, Airy and Spacious Modern Style Layout. Conveniently located near Apple, Google, Linkedin, Nvidia, Kaiser, Costco, Library, Santa Clara Central Park, Santa Clara international swim center and more Shops, Restaurants, and Schools. *** This is Your Future Home and waiting for you. Please MUST come and see!! ***Read more",1963,"'Pomeroy Elementary School', 'Juan Cabrillo Middle School', 'Santa Clara High School'",3
1100000,"1141 Lafayette St,", Santa Clara,CA,95050,3,2,"1,790",1905,Single Family,None,"5,928 sqft",$615,"Seeking a Santa Clara University student housing rental? Your search is over! Classic Victrorian home currently occupied by 5 students is walking distance to classes (you do not even have to cross Lafayette) and the Downtown Santa Clara area. Current rent is $4,450 per month increasing to $4,600 per month in June 2020 until June 2021. Professionally managed. Recent improvements of $65,000+. Offers subject to inspection - DO NOT DISTURB OCCUPANTS. All reports and disclosures completed and available. What an opportunity!!Read more",1968,"'Westwood Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
1103479,"3479 Cabrillo Ave,", Santa Clara,CA,95051,3,2,"1,240",1956,Single Family,None,"5,823 sqft",$890,"OUTSTANDING OPPORTUNITY in this Santa Clara home. WONDERFUL LAYOUT with 3 bedrooms and 2 full bathrooms. Inviting Living Room with fireplace. EXCELLENT LOCATION! Easy Access to Expressways, Freeways, Shopping, Restaurants, The New Apple Campus and Many High Tech Companies. Low Santa Clara Utilities. Just waiting for your touches to make it your home!Read more",1956,"'Briarwood Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
1199000,"3323 Benton St,", Santa Clara,CA,95051,4,3,"1,476",1963,Townhouse,$480/month,649 sqft,$812,"Stunning Mid-Century Modern Eichler Townhome! Ceiling to floor glass doors open to both the front patio and the beautifully landscaped rear garden providing for the perfect California Style Indoor-Outdoor living. Versatile floor plan feels like a single-family residence. This is an extensively remodeled turnkey home with special designer touches. Gorgeous new kitchen with high-tech cabinetry, quartz counter tops, new SS appliances, under/over cabinet lights. recessed lighting, remodeled new bathrooms, double paned windows, don't miss the glamorous powder room finished with trendy wallpaper and gorgeous pendant lighting. Enjoy the inviting heated pool and club house, playgrounds and park areas. situated just 1.5 miles from the new appleRead more",1963,"'Pomeroy Elementary School', 'Juan Cabrillo Middle School', 'Santa Clara High School'",3
1150000,"1058 Blackfield Ct,", Santa Clara,CA,95051,3,2,"1,134",1955,Single Family,None,"9,178 sqft","$1,014","Charming home with great curbside appeal on a cul de sac in a prime Santa Clara location! Situated on a huge lot with a large backyard deck. This one won't last long. Perfect home for a family, or can be used as an investment property. Central to everything: shopping, schools, Central Park, and easy access to freeways. A little bit of TLC and this home will shine!Read more",1955,"'C. W. Haman Elementary School', 'Juan Cabrillo Middle School', 'Santa Clara High School'",3
1999000,"2687 Birchtree Ln,", Santa Clara,CA,95051,3,3,"2,183",1973,Single Family,None,"9,552 sqft",$916,"Open HousesSat, Mar 71:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2687-Birchtree-Ln-Santa-Clara-CA-95051/19600347_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2687 Birchtree Ln"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2687 Birchtree Ln"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS7yposmrm6qza0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1999000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2687-Birchtree-Ln-Santa-Clara-CA-95051/19600347_zpid/""},""performer"":""Raquel Nikravesh, Broker""}Sun, Mar 81:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2687-Birchtree-Ln-Santa-Clara-CA-95051/19600347_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2687 Birchtree Ln"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2687 Birchtree Ln"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS7yposmrm6qza0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1999000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2687-Birchtree-Ln-Santa-Clara-CA-95051/19600347_zpid/""},""performer"":""Raquel Nikravesh, Broker""}",2004,"'Sutter Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
765000,"2030 Main St APT 6,", Santa Clara,CA,95050,2,2,"1,000",1979,Townhouse,$350/month,500 sqft,$765,"Open HousesSat, Mar 712:30 PM - 4:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T12:30:00"",""endDate"":""2020-03-07T16:30:00"",""name"":""Open House - 12:30 PM - 4:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2030-Main-St-APT-6-Santa-Clara-CA-95050/19557760_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2030 Main St APT 6"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2030 Main St APT 6"",""postalCode"":""95050"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISni4eneogapen1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":765000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2030-Main-St-APT-6-Santa-Clara-CA-95050/19557760_zpid/""},""performer"":""Coldwell Banker Realty - San Jose-Almaden""}Sun, Mar 812:30 PM - 4:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T12:30:00"",""endDate"":""2020-03-08T16:30:00"",""name"":""Open House - 12:30 PM - 4:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/2030-Main-St-APT-6-Santa-Clara-CA-95050/19557760_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2030 Main St APT 6"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2030 Main St APT 6"",""postalCode"":""95050"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISni4eneogapen1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":765000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2030-Main-St-APT-6-Santa-Clara-CA-95050/19557760_zpid/""},""performer"":""Coldwell Banker Realty - San Jose-Almaden""}",1979,"'Scott Lane Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
699000,"968 Kiely Blvd UNIT H,", Santa Clara,CA,95051,2,2,992,1971,Townhouse,$516/month,455 sqft,$705,"Agents with a client are welcome. For Sale By Owner(FSBO): Townhouse 2 bedrooms and 1.5 bath. This is a 2 story end unit with 2 patios: front and back. Price is negotiable. HOA fees cover most of the utilities like. You are welcome to contact and negotiate the price directly with the owner or bring an agent($$$). Buyers with no agent, ask about a no-agent representation discount($$$) Contact me via email at 968kiely95051@gmail.com or call/text at 831-588-8468.Read more",2015,"'Pomeroy Elementary School', 'Juan Cabrillo Middle School', 'Santa Clara High School'",3
1199950,"331 Los Padres Blvd,", Santa Clara,CA,95050,3,2,"1,035",1953,Single Family,None,"8,049 sqft","$1,159","Gorgeous Remodel! 3 Bedrooms/1.5 Bathrooms. Refinished Hardwood Floors. New Baseboards. Double Pane Windows. New Interior & Exterior Paint. New Recessed Lighting. The Beautiful Kitchen has Stainless Steel Appliances, Granite Countertops, Tile Backsplash, Tile Floor, Deep Sink, Oven/Range Combo, Refrigerator and a Dishwasher. Living Room with Fireplace. Remodeled Hall Bathroom with Large Tiled Shower and Glass Enclosure with a Rain Shower Head. Large Backyard with Gazebo, Pavered Patio Area and many Fruit Trees. Washer & Dryer in the 2 Car Garage. New Stucco. Easy Access to Freeways, Expressways, Shopping, Parks, Restaurants, The New Apple Campus and many high tech companies. Low Santa Clara Utilities.Read more",1953,"'Westwood Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
1199888,"1023 Wood Duck Ave,", Santa Clara,CA,95051,3,2,"1,239",1970,Townhouse,$510/month,"1,663 sqft",$968,"Primary Location. Beautiful TH, Over $200K in Upgrades. End Unit Only a Garage Wall shared with Neighbors. Vaulted Ceilings. Bright, Clean, Open & Desirable Floor Plan. Fresh Paint, New Carpet. Large LR Open to Dining. Spanish Tile Floor & Italian Tile Wall. Gourmet Kitchen, Granite Countertop. Former DR Vaulted Ceiling & Sliding Glass Door open to the Sunny Yard. Custom Window Shutters. Lovely Double Door Master Suite, Extra Large Closet & Mirror Door. Oversize Upstairs Bath features. Gorgeous Downstairs BR Hand-Crafted,Tatami by Japanese Craftsman & Built in Drawer Storage. Remodeled Full Bath Downstairs / Porcelanosa Producte, Special Light Fixture. LG Spacious 2 Car Attached Garage & Extra Storage. Private yard. Walk to Great Schools Laurelwood & Peterson. Walk to Park, Shopping & Restaurants. 5 Minutes to New Apples, Kaiser Medical Center, Chinese & Korean Super Market, Costco, Caltrain Station. 5.8 Miles to Google. 6.2 Miles to San Jose Airport. Easy Access 280, 237,85 & 101.Read more",1970,"'Laurelwood Elementary School', 'Marian A. Peterson Middle School', 'Adrian Wilcox High School'",3
1680000,"80 Cook Pl,", Santa Clara,CA,95050,4,4,"2,166",2014,Single Family,$157/month,"4,660 sqft",$776,"This charming modern home is at walking distance from the elegant and bustling centers of Santana Row and Westfield Valley Fair, yet nestled in the Midtown Village development where you can enjoy the privacy and serenity. It is an end unit with an open view of Thomas Barrett Park which includes a children's play area, picnic area, open turf area, pathways, trees, and more. The two-level, 4 bedroom, 3.5 bath home built in 2014 by Summerhill is still in as-new condition. Chefs kitchen featuring granite and quartz counter tops and top of the line appliances opens up to the modern living room and dining area. Open, bright living areas featuring large windows, plantation shutters, high ceilings, hardwood floors, customized designer upgrades and the latest in energy efficiency. Bedroom on the first level with a full bath is the perfect guest room or office. Walk to Santana Row, Valley Fair Mall, Transit Center, theaters, restaurants, shopping.Read more",2014,"'Lynhaven Elementary School', 'Monroe Middle School', 'Del Mar High School'",3
1348800,"262 Kerry Dr,", Santa Clara,CA,95050,5,3,"1,694",1955,Single Family,None,"6,590 sqft",$796,"Open HousesSat, Mar 712:00 PM - 3:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T12:00:00"",""endDate"":""2020-03-07T15:00:00"",""name"":""Open House - 12:00 PM - 3:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/262-Kerry-Dr-Santa-Clara-CA-95050/19607284_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""262 Kerry Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""262 Kerry Dr"",""postalCode"":""95050"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISnmvlevc077it0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1348800,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/262-Kerry-Dr-Santa-Clara-CA-95050/19607284_zpid/""},""performer"":""RE/MAX Real Estate Services""}Sun, Mar 82:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T14:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 2:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/262-Kerry-Dr-Santa-Clara-CA-95050/19607284_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""262 Kerry Dr"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""262 Kerry Dr"",""postalCode"":""95050"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISnmvlevc077it0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1348800,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/262-Kerry-Dr-Santa-Clara-CA-95050/19607284_zpid/""},""performer"":""RE/MAX Real Estate Services""}",1955,"'Lynhaven Elementary School', 'Monroe Middle School', 'Del Mar High School'",3
1698000,"660 Meadow Ave,", Santa Clara,CA,95051,4,2,"1,430",1959,Single Family,None,"6,703 sqft","$1,187","Open HousesSat, Mar 71:30 PM - 4:30 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T13:30:00"",""endDate"":""2020-03-07T16:30:00"",""name"":""Open House - 1:30 PM - 4:30 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/660-Meadow-Ave-Santa-Clara-CA-95051/19618390_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""660 Meadow Ave"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""660 Meadow Ave"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/IS7arxxl8bxvrd0000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":1698000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/660-Meadow-Ave-Santa-Clara-CA-95051/19618390_zpid/""},""performer"":""Coldwell Banker Realty - Saratoga""}",1959,"'Laurelwood Elementary School', 'Marian A. Peterson Middle School', 'Adrian Wilcox High School'",3
725000,"977 Warburton Ave APT 301,", Santa Clara,CA,95050,2,2,876,1987,Condo,$480/month,None,$828,"Open HousesSat, Mar 72:30 PM - 5:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T14:30:00"",""endDate"":""2020-03-07T17:00:00"",""name"":""Open House - 2:30 PM - 5:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/977-Warburton-Ave-APT-301-Santa-Clara-CA-95050/19556946_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""977 Warburton Ave APT 301"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""977 Warburton Ave APT 301"",""postalCode"":""95050"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISbt8323w675b40000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":725000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/977-Warburton-Ave-APT-301-Santa-Clara-CA-95050/19556946_zpid/""},""performer"":""CROWN REALTY""}Sun, Mar 81:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T13:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 1:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/977-Warburton-Ave-APT-301-Santa-Clara-CA-95050/19556946_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""977 Warburton Ave APT 301"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""977 Warburton Ave APT 301"",""postalCode"":""95050"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISbt8323w675b40000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":725000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/977-Warburton-Ave-APT-301-Santa-Clara-CA-95050/19556946_zpid/""},""performer"":""CROWN REALTY""}",1987,"'Scott Lane Elementary School', 'Buchser Middle School', 'Santa Clara High School'",3
1350000,"3379 Saint Marys Pl,", Santa Clara,CA,95051,3,2,"1,328",1957,Single Family,None,"7,235 sqft","$1,017","Beautiful gem in one of the best locations around. This Killarney Farms home is located in a quiet neighborhood near schools, shopping, transportation, medical services....and minutes away from major job centers. The highly attractive original floorplan leads you through this warm and inviting home. Gorgeous fireplace with wood burning stove, attractive double paned windows, spacious dining room that is perfect for entertaining family and friends, roomy garage perfect for a workshop as well as parking, large rear yard filled with fruit trees perfect for gardening..enormous possibilities, you don't want to miss this one. Not available for showing until open house 3/7.Read more",1957,"'Briarwood Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
1389000,"2445 Alvarado Dr,", Santa Clara,CA,95051,4,2,"1,288",1968,Single Family,None,"6,586 sqft","$1,078","Only the best of materials have been used in the $400,000+ in upgrades completed on this home by the new owners. From new windows and slider doors to electric opening and closing curtain, Kitchen and appliances, professionally designed from the colors to all the wall cabinetry.New garage door, new 30 year roof installed 2015.New electrical wiring and panel,9.4 Dolby Atmos entertainment center 60k value stays, skylights, 4 new sunroofs, all new copper plumbing. Train lovers paradise, the back yard is complete with its own train track that circles the back yard for hours of entertainment. Playground set to play on $60,000 value and stays with the home. The home also comes with 12 security cameras. Equipment is included service not provided. The home is virtually staged. No furniture is in the home.Read more",1968,"'Bracher Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
999950,"2495 Crystal Dr,", Santa Clara,CA,95051,3,1,"1,174",1955,Single Family,None,"6,298 sqft",$852,"Corner Lot. Handyman's Dream. 3 Bedroom/ 1 Bathroom. Porch. Tile Entry. Double Pane Windows. Dining Area and Utility Room with Washer/Dryer & Water Heater. 2 Car Detached Garage. Central Forced Air Heating. Approx. 1174 sq. ft. of living space. Centrally Located with easy access to Expressways, Freeways, Shopping, Schools, the New Apple Campus and many high tech companies. Low Santa Clara Utilities.Read more",1955,"'Bracher Elementary School', 'Juan Cabrillo Middle School', 'Adrian Wilcox High School'",3
866000,"151 Buckingham Dr UNIT 293,", Santa Clara,CA,95051,2,2,"1,260",1969,Condo,$525/month,None,$687,"Open HousesSat, Mar 72:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-07T14:00:00"",""endDate"":""2020-03-07T16:00:00"",""name"":""Open House - 2:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/151-Buckingham-Dr-UNIT-293-Santa-Clara-CA-95051/19601024_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""151 Buckingham Dr UNIT 293"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""151 Buckingham Dr UNIT 293"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISj7teuxviya0a1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":866000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/151-Buckingham-Dr-UNIT-293-Santa-Clara-CA-95051/19601024_zpid/""},""performer"":""Compass""}Sun, Mar 82:00 PM - 4:00 PM{""@type"":""Event"",""@context"":""http://schema.org"",""startDate"":""2020-03-08T14:00:00"",""endDate"":""2020-03-08T16:00:00"",""name"":""Open House - 2:00 PM - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/151-Buckingham-Dr-UNIT-293-Santa-Clara-CA-95051/19601024_zpid/"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""151 Buckingham Dr UNIT 293"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""151 Buckingham Dr UNIT 293"",""postalCode"":""95051"",""addressLocality"":""Santa Clara"",""addressRegion"":""CA""}},""image"":""https://photos.zillowstatic.com/p_h/ISj7teuxviya0a1000000000.jpg"",""offers"":{""@type"":""Offer"",""price"":866000,""priceCurrency"":""USD"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/151-Buckingham-Dr-UNIT-293-Santa-Clara-CA-95051/19601024_zpid/""},""performer"":""Compass""}",1981,"'Dwight D. Eisenhower Elementary School', 'Warren E. Hyde Middle School', 'Cupertino High School'",3
