address,city,state,zipcode,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Today,Jul 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009
"3920 Pasadena Dr,",San Mateo,CA,94403,None,None,None,None,None,$812.1K,$812.1K,$811.8K,$819.5K,$815.4K,$779.9K,$766.2K,$754.7K,$736.9K,$775.5K,$802K,$833K,$852K,$849.7K,$859.8K,$839.6K,$828.1K,$821.8K,$820K,$830.8K,$810K,$810K,$804.4K,$820.8K,$833.3K,$818.6K,$862.1K,$851.5K,$846.5K,$827.9K,$837K,$891.3K,$879.1K,$878K,$887.1K,$920.2K,$903.6K,$934.3K,$907.3K,$927.1K,$927.1K,$935.8K,$960.1K,$981.9K,$979.2K,$1M,$989.2K,$1M,$1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.4M,$1.5M,$1.4M,$1.5M,$1.4M,$1.4M,$1.5M,$1.5M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.7M,$1.6M,$1.6M,$1.7M,$1.7M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.7M,$1.7M,$1.7M,$1.8M,$1.8M,$1.8M,$1.7M,$1.7M,$1.6M,$1.6M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,None,None,$1.7M,None,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,None,$1.9M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"1755 Wolfe Dr,",San Mateo,CA,94402,None,None,None,None,None,$744.9K,$744.9K,$690.2K,$677.9K,$583.2K,$611.9K,$605.9K,$659.9K,$666K,$648.1K,$633.4K,$631.2K,$644.9K,$658.4K,$549.5K,$549.9K,$566.5K,$572.2K,$569.3K,$581.9K,$588.6K,$588.6K,$595K,$611.4K,$642.3K,$649K,$694.1K,$709.1K,$697.5K,$703.7K,$722.9K,$764K,$773K,$821.2K,$840K,$870.6K,$858.9K,$875.1K,$854.1K,$848.4K,$848.4K,$873.8K,$858.3K,$828.3K,$910.3K,$907.4K,$915.9K,$939.8K,$915.2K,$920.9K,$926K,$951K,$931.8K,$980.1K,$1M,$1M,$1M,$1.1M,None,None,None,$1.1M,None,None,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.6M,$1.6M,$1.7M,None,$1.7M,None,$1.8M,$1.8M,$1.8M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,None,$1.7M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"3981 Branson Dr,",San Mateo,CA,94403,None,None,None,None,None,$590.1K,$590.1K,$583.6K,$612.6K,$594.7K,$593K,$597.7K,$578.5K,$574.8K,$560.4K,$547.8K,$567.9K,$603.2K,$599.3K,$632K,$593.4K,$598.2K,$594.6K,$590.2K,$595.6K,$604.2K,$604.2K,$602.3K,$602.9K,$614.4K,$590.5K,$613K,$621.9K,$621K,$628.6K,$629.6K,$641.6K,$684.3K,$699.4K,$695.9K,$718.3K,$703.1K,$708.9K,$729.4K,$756.6K,$756.6K,$779.5K,$777.3K,$790.6K,$806.6K,$813.2K,$799.2K,$838.5K,$840.5K,$861.2K,$894.6K,$891.9K,$907.5K,$904.2K,$918.4K,$927.3K,$944.7K,$961.7K,$949.7K,$1M,$995.8K,$995.8K,$1.1M,$1M,$995.1K,$1M,$1M,$1M,$1.1M,$1.1M,$1M,$1M,$1M,$1.1M,$1.1M,$1M,$1.1M,$1M,$1.1M,$1.1M,$1M,$1M,$1M,$1.1M,$1.2M,None,None,$1.2M,None,None,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,None,$1.1M,None,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,None,$1.3M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"1122 Vernon Ter,",San Mateo,CA,94402,None,None,None,None,None,$1M,$1M,$1M,$1.1M,$907.3K,$900.9K,$904.9K,$897.1K,None,$884.6K,$925.6K,$940.9K,$1.1M,$1.1M,$879.3K,$872K,$893.3K,$886.9K,$886.9K,$901.7K,$891K,$901.4K,$917.7K,$915.1K,$941.7K,$991.4K,$980.6K,$1M,$997K,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.4M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.5M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.5M,$1.5M,$1.6M,$1.5M,$1.5M,$1.6M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.8M,$1.8M,$1.7M,$1.8M,$1.7M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$2M,$2M,$2M,$2.1M,$2.1M,$2.1M,$2.1M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2.1M,$2.1M,$2.1M,None,None,$2.1M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"312 Del Rosa Way,",San Mateo,CA,94403,None,None,None,None,None,$664.7K,$664.7K,$658.8K,$681.5K,$636.7K,$635.5K,$636.7K,$617.2K,$608.4K,$613.8K,$614.7K,$652.9K,$681.2K,$677.5K,$619.5K,$626.2K,$627.5K,$625.1K,$599.4K,$612.5K,$625.9K,$625.9K,$640.3K,$641.9K,$670.1K,$689.7K,$690.2K,$700.9K,$721.8K,$721.4K,$731.2K,$766.8K,$803K,$820.3K,$822.8K,$857.4K,$836K,$842.4K,$828.2K,$827.9K,$827.9K,$841.7K,$830.8K,$854.3K,$873K,$882.1K,$870.8K,$893.2K,$894.8K,$888.8K,$938.4K,$925.2K,$944.9K,$952.4K,$979.6K,$977.3K,$997.6K,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.1M,$1.2M,$1.2M,$1.1M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,None,$1.5M,None,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,None,$1.5M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"461 26th Ave,",San Mateo,CA,94403,None,None,None,None,None,$823.8K,$823.8K,$811K,$824.4K,$798.1K,$813K,$798.2K,$787K,$689.6K,$689.6K,$769.5K,$769.2K,$757K,$757.5K,$704.2K,$751K,$748.6K,$747K,$745.3K,$733.2K,$773K,$773K,$809.9K,$812.8K,$837.4K,$825.8K,$837.8K,$837.8K,$853.9K,$854K,$842.1K,$852.8K,$887.6K,$907.5K,$924K,$953.9K,$936.2K,$949.6K,$947.8K,$978.1K,$978.1K,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.3M,$1.4M,$1.4M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,None,$1.5M,None,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.6M,None,$1.6M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"1 Baldwin Ave APT 207,",San Mateo,CA,94401,None,None,None,None,None,$322.4K,$322.4K,$315.7K,$317.5K,$323.2K,$316.7K,$325.1K,$334.7K,$335.9K,$324.3K,$323.6K,$332.5K,$333.1K,$313K,$319.9K,$321.3K,$324.9K,$319.5K,$318.3K,$311.3K,$309.5K,$309.5K,$308.6K,$306.9K,$317.7K,$334.7K,$339.4K,$345.5K,$349.5K,$343.6K,$362.7K,$358.1K,$356.7K,$374.1K,$357.6K,$358.5K,$357.5K,$378.2K,$388.3K,$407.4K,$407.4K,$419.5K,$423.6K,$445.7K,$429.4K,$423.3K,$435.6K,$444.2K,$452.9K,$463.6K,$476.7K,$465.5K,$489.7K,$490.7K,$501.5K,$489.4K,$505.7K,$519.7K,$533.8K,$550.7K,$540.4K,$540.4K,None,None,None,$585.5K,None,None,$420.4K,$427.2K,$433.7K,$427.7K,$427.8K,$420.6K,$417.4K,$417.4K,$426K,$424.8K,$442.9K,$442.9K,$439.1K,$440.3K,$440.7K,$441.7K,$443K,$447.8K,$453.4K,$447.5K,$455.7K,$490.3K,$485.9K,$491.7K,$494.4K,$507.1K,$515.2K,$513.1K,$520.6K,$524.1K,$530.4K,$523.1K,$523.1K,$517.9K,$553.1K,$559.3K,$549.2K,$621.5K,$584K,$586.3K,$649.4K,$622.4K,$638.5K,$634.5K,$628.2K,$585.6K,$574.6K,None,$576.5K,None,$504K,$504K,$502.5K,$501.1K,$499.7K,$498.3K,$497K,$495.7K,$494.6K,$493.7K,None,$492.8K,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"1121 S Grant St,",San Mateo,CA,94402,None,None,None,None,None,$774.7K,$774.7K,$763.5K,$714.4K,$739.9K,$703.9K,$688.9K,$678.6K,$657K,$665.3K,$698.6K,$673.9K,$654.6K,$689.7K,$723.6K,$725.2K,$711.1K,$704.1K,$706.6K,$740.3K,$715.9K,$715.9K,$717.4K,$703.5K,$728.3K,$708.8K,$707.4K,$722.5K,$756K,$774.3K,$760.8K,$838.5K,$856.2K,$849.9K,$866.2K,$879.6K,$868.5K,$879.9K,$905.5K,$891.6K,$891.6K,$916.3K,$925.6K,$933.1K,$995.1K,$976.6K,$966.5K,$983.7K,$926K,$919.1K,$920.6K,$898.3K,$924.1K,$965.2K,$1M,$960K,$1M,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.1M,$1.2M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.5M,$1.5M,$1.6M,$1.6M,$1.5M,$1.5M,None,$1.5M,None,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,None,$1.8M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"560 31st Ave,",San Mateo,CA,94403,None,None,None,None,None,None,$713K,None,None,$692K,$684.1K,$685.2K,$673.1K,$661.2K,$656.2K,$665.4K,$673K,$659.5K,$650.3K,$644K,$640.2K,$664.1K,$644.3K,$649.7K,$645K,$653.6K,$653.6K,$664.3K,$647.1K,$676K,$699.5K,$686.5K,$694K,$736.8K,$715K,$725.3K,$764K,$802.8K,$808.6K,$813.3K,$845.8K,$822K,$857.6K,$863K,$882.6K,$882.6K,$886.3K,$894.3K,$897.7K,$895.3K,$923.3K,$922.2K,$939.2K,$936.6K,$943.4K,$973K,$949.3K,$987.6K,$971.6K,$999.3K,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,None,$1.4M,None,None,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,None,$1.9M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"694 Port Dr,",San Mateo,CA,94404,None,None,None,None,None,$745.2K,$745.2K,$730.4K,$731.1K,$695.2K,$688.9K,$691.9K,$686.9K,$667K,$669.5K,$684.3K,$707.9K,$695.9K,$713.7K,$682.4K,$670.9K,$682.2K,$684.3K,$687.2K,$686K,$691.3K,$691.3K,$708.1K,$708.5K,$741.4K,$755.3K,$769.6K,$790K,$800.4K,$768.5K,$801.5K,$856K,$871.9K,$883.5K,$885.8K,$890.3K,$886.4K,$912.9K,$925.8K,$930.2K,$930.2K,$957.9K,$1M,$1M,$1M,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.3M,$1.4M,$1.4M,$1.4M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.5M,$1.5M,$1.4M,$1.4M,$1.9M,$1.9M,$1.6M,$1.6M,$1.6M,$1.6M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.2M,$1.2M,$1.3M,$1.3M,$1.4M,$1.6M,$1.6M,$1.6M,$1.7M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.5M,$2.1M,$2.1M,$1.7M,$1.7M,$1.6M,$1.6M,None,None,$1.6M,None,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,None,$1.6M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"120 Gramercy Dr,",San Mateo,CA,94402,None,None,None,None,None,$1.6M,$1.6M,$1.6M,$1.6M,$1.4M,$1.5M,$1.4M,$1.4M,$1.3M,$1.3M,$1.3M,$1.4M,$1.3M,$1.4M,$1.3M,$1.4M,$1.3M,$1.3M,$1.3M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.5M,$1.5M,$1.4M,$1.4M,$1.3M,$1.7M,$1.7M,$1.6M,$1.9M,$2.2M,$2M,$1.8M,$1.7M,$1.7M,$1.7M,$1.8M,$1.8M,$1.9M,$1.9M,$1.9M,$1.9M,$1.8M,$1.8M,$1.6M,$1.5M,$1.5M,$1.6M,$1.6M,$2.2M,$2.2M,None,None,$2.2M,None,None,None,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.7M,$1.7M,$1.6M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.8M,$1.8M,$1.9M,$1.9M,$1.9M,$2M,$2.4M,$2.9M,$3.3M,$3.3M,$3.4M,$3.4M,$3.3M,$3.3M,$3M,$2.9M,$3M,$3.2M,$3.2M,$3.1M,$3M,$2.8M,$3M,$3M,$3M,$2.9M,None,$2.9M,None,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,$2.4M,None,$2.4M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"2838 Alvarado Ave,",San Mateo,CA,94403,None,None,None,None,None,$654.7K,$654.7K,$646.6K,$651.5K,$626.2K,$596.3K,$611.3K,$617.1K,$599.9K,$619.1K,$650.5K,$645.5K,$643.5K,$618.5K,$638K,$644.9K,$639K,$640.3K,$647.8K,$639.9K,$626.7K,$626.7K,$669.5K,$641.1K,$693.4K,$709K,$690.3K,$681.5K,$707K,$684K,$711.8K,$750.9K,$783.5K,$798K,$809.7K,$842.5K,$831.6K,$850.3K,$789.8K,$799.6K,$799.6K,$824.8K,$835.6K,$855.5K,$895.9K,$906.4K,$900K,$916.6K,$914.9K,$918.4K,$926.6K,$919.8K,$929.2K,$925.3K,$929.1K,$939.4K,$948.3K,$985.6K,$1M,$1.1M,$1.1M,$1.1M,$1M,$1M,$1.1M,$1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.2M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,None,$1.3M,None,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,None,$1.4M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"1 Baldwin Ave APT 204,",San Mateo,CA,94401,None,None,None,None,None,$394.3K,$394.3K,$386.1K,$397.2K,$388.8K,$378.2K,$384.5K,$376.6K,$368.2K,$365.6K,$373.5K,$379.2K,$368.5K,$366.7K,$362.5K,$367.8K,$377.2K,$371.5K,$379.2K,$372.6K,$367.7K,$367.7K,$387K,$382.2K,$402K,$407.1K,$414.1K,$444.5K,$460.9K,$465.1K,$484.6K,$487.1K,$496.2K,$494.6K,$512.2K,$579.4K,$571.8K,$580.5K,$563.7K,$568K,$568K,$578.2K,$585.7K,$591.4K,$590.9K,$577.1K,$583.4K,$582.3K,$579.9K,None,None,$580.7K,None,None,$664.8K,$660.9K,$676K,$693.9K,$682K,$708.1K,$715.6K,$715.6K,$727.9K,$747.4K,$747.5K,$745.7K,$761K,$753.4K,$772.5K,$776.3K,$783.4K,$782.6K,$781.7K,$773.6K,$767.4K,$763.5K,$778.8K,$775.3K,$814.9K,$814.9K,$802.3K,$808.2K,$810.9K,$813.7K,$819.7K,$827.2K,$836.9K,$824K,$824.4K,$733.7K,$705.8K,$708.9K,$696.1K,$704.2K,$721.4K,$734.8K,$747.4K,$768K,$845.4K,$896.3K,$896.3K,$835.9K,$831.7K,$700K,$600.2K,$631.8K,$586.2K,$606.2K,$660.1K,$649.2K,$644.5K,$649K,$625.3K,$582.4K,$571.9K,None,$568.1K,None,$664.6K,$664.6K,$662.8K,$661.2K,$659.6K,$658.2K,$656.9K,$655.8K,$654.9K,$654.3K,None,$654.3K,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"4295 George Ave APT 1,",San Mateo,CA,94403,None,None,None,None,None,$303.9K,$303.9K,$297.6K,$297.4K,$270.4K,$269.3K,$277.2K,$275.4K,$276.3K,$273K,$274.4K,$274.7K,$272.9K,$271.5K,$259.3K,$268.6K,$246.9K,$256.5K,$255.3K,$249.6K,$247.9K,$247.9K,$258.9K,$249.7K,$260.5K,$269.6K,$271.5K,$266.8K,$274.8K,$278.3K,$277.9K,$298.7K,$307.5K,$312.3K,$316K,$334.7K,$339.7K,$364.3K,$372.1K,$386.1K,$386.1K,$390K,$400K,$408.8K,$413.3K,$416.4K,$421.9K,$433.2K,$433.4K,$432.2K,$448.2K,$450.4K,$450.3K,$458.3K,$462.6K,$458.7K,$465.3K,$482.6K,$511.4K,$518.6K,$520.7K,$520.7K,$535.8K,$540K,$534.1K,$533.2K,$540.5K,$545.2K,$554.5K,$567.2K,$544.5K,$525.3K,$524.3K,$550.7K,$558.8K,$561.7K,$567K,$565.7K,$575.5K,$575.5K,$572.8K,$581.2K,$579.9K,$579K,$583K,$572.4K,$588.3K,$586.2K,$591.9K,$624.8K,$626K,$639K,$669.9K,$674.5K,$699.4K,$715.6K,$727.4K,$729.7K,$748.6K,$736K,$736K,$729K,$716.6K,$699.4K,$685.7K,$681.5K,$667.2K,$666.4K,$691.4K,$676.1K,$681.6K,$676.1K,$679.8K,$683.7K,$701.9K,None,$713.7K,None,$715.5K,$715.5K,$714.5K,$713.5K,$711.9K,$710.1K,$707.9K,$705.5K,$703.1K,$700.9K,None,$698.6K,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"430 Hillsborough Blvd,",San Mateo,CA,94402,None,None,None,None,None,$2M,$2M,$2M,$2M,$2M,$1.9M,$2M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,$1.8M,$1.8M,$1.8M,$1.7M,$1.7M,$1.8M,$1.8M,$1.8M,$1.9M,$1.9M,$2M,$2.1M,$2.1M,$2.1M,$2.3M,$2.2M,$2.2M,$2.3M,$2.4M,$2.4M,$2.4M,$2.5M,$2.5M,$2.5M,$2.4M,$2.5M,$2.5M,$2.5M,$2.5M,$2.6M,$2.7M,$2.7M,$2.8M,$2.7M,$2.8M,$2.8M,$2.6M,$2.6M,$2.7M,$2.8M,$2.9M,$2.9M,$3M,$3.1M,$3.1M,$3.2M,$3.2M,$3.2M,$2.8M,$2.9M,$2.9M,$3M,$3M,$3M,$3M,$3.1M,None,None,None,$3.1M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
"425 N El Camino Real UNIT 301,",San Mateo,CA,94401,None,None,None,None,None,$472.8K,$472.8K,$462.8K,$478.2K,$469.8K,$462.3K,$457.3K,$451K,None,$473.1K,$547.9K,$548.8K,$557.3K,$552.4K,$477K,$478.8K,$497.4K,$494.1K,$494.1K,$511.4K,$499.8K,$477.2K,$491.8K,$524.4K,$544.4K,$557.9K,$532K,$548.9K,$534.6K,$560.9K,$571.4K,$624K,$643.3K,$675.9K,$674.3K,$674.3K,$708.1K,$690K,$708.7K,$647.3K,$653.2K,$659.8K,$707.1K,$728.1K,$730.8K,$745.3K,$775.4K,$740.4K,$728.9K,$738.3K,$746.5K,$744.8K,$744.8K,$737.7K,$747.6K,$765.9K,$741.6K,$763.9K,$786.7K,$801.1K,$809.2K,$764.7K,$777.6K,$808.9K,$835.8K,$879.1K,$872.3K,$899.4K,$932.1K,$932.1K,None,None,$924.1K,None,None,None,$826.1K,$832.8K,$876.6K,$860.5K,$863.4K,$864.5K,$867.9K,$878.7K,$886.7K,$892.7K,$892.7K,$885.3K,$907.1K,$926.6K,$950.8K,$962.9K,$973.3K,$970.2K,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$992.3K,$992.3K,$983.6K,$1M,$996.8K,$999.1K,$1M,$986.8K,$1.1M,$1.1M,$1.1M,$1.1M,None,None,$1.1M,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
